Country,Inc_pw_us,TFP_K06_US,Measure,Year
Mexico,0.468,0.609,LF,1977
Mexico,0.471,0.616,LF,1978
Mexico,0.488,0.639,LF,1979
Mexico,0.519,0.673,LF,1980
Mexico,0.536,0.689,LF,1981
Mexico,0.545,0.701,LF,1982
Mexico,0.495,0.645,LF,1983
Mexico,0.463,0.616,LF,1984
Mexico,0.449,0.606,LF,1985
Mexico,0.413,0.568,LF,1986
Mexico,0.395,0.553,LF,1987
Mexico,0.364,0.516,LF,1988
Mexico,0.359,0.516,LF,1989
Mexico,0.363,0.524,LF,1990
Mexico,0.376,0.543,LF,1991
Mexico,0.37,0.532,LF,1992
Mexico,0.363,0.521,LF,1993
Mexico,0.356,0.513,LF,1994
Mexico,0.326,0.477,LF,1995
Mexico,0.324,0.478,LF,1996
Mexico,0.324,0.481,LF,1997
Mexico,0.322,0.48,LF,1998
Mexico,0.317,0.476,LF,1999
Mexico,0.327,0.492,LF,2000
Morocco,0.138,0.279,LF,1961
Morocco,0.152,0.307,LF,1962
Morocco,0.166,0.336,LF,1963
Morocco,0.17,0.347,LF,1964
Morocco,0.16,0.328,LF,1965
Morocco,0.149,0.313,LF,1966
Morocco,0.16,0.335,LF,1967
Morocco,0.168,0.355,LF,1968
Morocco,0.173,0.364,LF,1969
Morocco,0.177,0.364,LF,1970
Morocco,0.178,0.361,LF,1971
Morocco,0.173,0.35,LF,1972
Morocco,0.166,0.339,LF,1973
Morocco,0.171,0.348,LF,1974
Morocco,0.184,0.365,LF,1975
Morocco,0.189,0.366,LF,1976
Morocco,0.186,0.35,LF,1977
Morocco,0.183,0.346,LF,1978
Morocco,0.184,0.351,LF,1979
Morocco,0.188,0.359,LF,1980
Morocco,0.176,0.337,LF,1981
Morocco,0.196,0.373,LF,1982
Morocco,0.187,0.357,LF,1983
Morocco,0.178,0.345,LF,1984
Morocco,0.178,0.346,LF,1985
Morocco,0.187,0.368,LF,1986
Morocco,0.173,0.346,LF,1987
Morocco,0.181,0.364,LF,1988
Morocco,0.175,0.355,LF,1989
Morocco,0.176,0.359,LF,1990
Morocco,0.189,0.384,LF,1991
Morocco,0.174,0.353,LF,1992
Morocco,0.167,0.341,LF,1993
Morocco,0.178,0.368,LF,1994
Morocco,0.159,0.332,LF,1995
Morocco,0.171,0.363,LF,1996
Morocco,0.157,0.337,LF,1997
Morocco,0.161,0.348,LF,1998
Morocco,0.153,0.334,LF,1999
Morocco,0.144,0.318,LF,2000
Mozambique,0.091,0.43,LF,1961
Mozambique,0.094,0.448,LF,1962
Mozambique,0.09,0.429,LF,1963
Mozambique,0.088,0.421,LF,1964
Mozambique,0.083,0.396,LF,1965
Mozambique,0.075,0.36,LF,1966
Mozambique,0.086,0.409,LF,1967
Mozambique,0.081,0.385,LF,1968
Mozambique,0.084,0.394,LF,1969
Mozambique,0.073,0.337,LF,1970
Mozambique,0.084,0.383,LF,1971
Mozambique,0.086,0.385,LF,1972
Mozambique,0.09,0.405,LF,1973
Mozambique,0.08,0.366,LF,1974
Mozambique,0.079,0.362,LF,1975
Mozambique,0.063,0.295,LF,1976
Mozambique,0.057,0.273,LF,1977
Mozambique,0.054,0.262,LF,1978
Mozambique,0.053,0.266,LF,1979
Mozambique,0.046,0.233,LF,1980
Mozambique,0.047,0.243,LF,1981
Mozambique,0.046,0.241,LF,1982
Mozambique,0.039,0.206,LF,1983
Mozambique,0.032,0.174,LF,1984
Mozambique,0.03,0.163,LF,1985
Mozambique,0.028,0.156,LF,1986
Mozambique,0.03,0.169,LF,1987
Mozambique,0.031,0.175,LF,1988
Mozambique,0.033,0.184,LF,1989
Mozambique,0.033,0.183,LF,1990
Mozambique,0.034,0.191,LF,1991
Mozambique,0.034,0.189,LF,1992
Mozambique,0.031,0.177,LF,1993
Mozambique,0.03,0.172,LF,1994
Mozambique,0.028,0.156,LF,1995
Mozambique,0.029,0.164,LF,1996
Mozambique,0.031,0.177,LF,1997
Mozambique,0.032,0.181,LF,1998
Mozambique,0.03,0.171,LF,1999
Mozambique,0.031,0.174,LF,2000
Namibia,0.293,0.44,LF,1961
Namibia,0.319,0.472,LF,1962
Namibia,0.322,0.472,LF,1963
Namibia,0.346,0.501,LF,1964
Namibia,0.333,0.478,LF,1965
Namibia,0.331,0.47,LF,1966
Namibia,0.326,0.455,LF,1967
Namibia,0.321,0.441,LF,1968
Namibia,0.334,0.453,LF,1969
Namibia,0.363,0.48,LF,1970
Namibia,0.361,0.466,LF,1971
Namibia,0.367,0.463,LF,1972
Namibia,0.37,0.46,LF,1973
Namibia,0.415,0.505,LF,1974
Namibia,0.422,0.501,LF,1975
Namibia,0.42,0.49,LF,1976
Namibia,0.433,0.498,LF,1977
Namibia,0.439,0.498,LF,1978
Namibia,0.445,0.501,LF,1979
Namibia,0.317,0.363,LF,1980
Namibia,0.343,0.404,LF,1981
Namibia,0.368,0.444,LF,1982
Namibia,0.348,0.429,LF,1983
Namibia,0.324,0.413,LF,1984
Namibia,0.3,0.396,LF,1985
Namibia,0.306,0.418,LF,1986
Namibia,0.304,0.427,LF,1987
Namibia,0.283,0.407,LF,1988
Namibia,0.277,0.41,LF,1989
Namibia,0.254,0.383,LF,1990
Namibia,0.284,0.435,LF,1991
Namibia,0.276,0.431,LF,1992
Namibia,0.271,0.434,LF,1993
Namibia,0.262,0.424,LF,1994
Namibia,0.263,0.434,LF,1995
Namibia,0.254,0.426,LF,1996
Namibia,0.241,0.414,LF,1997
Namibia,0.234,0.406,LF,1998
Namibia,0.239,0.423,LF,1999
Namibia,0.228,0.412,LF,2000
Nepal,0.044,0.218,LF,1961
Nepal,0.043,0.21,LF,1962
Nepal,0.041,0.199,LF,1963
Nepal,0.042,0.195,LF,1964
Nepal,0.039,0.181,LF,1965
Nepal,0.04,0.187,LF,1966
Nepal,0.039,0.181,LF,1967
Nepal,0.038,0.173,LF,1968
Nepal,0.038,0.176,LF,1969
Nepal,0.039,0.18,LF,1970
Nepal,0.039,0.176,LF,1971
Nepal,0.038,0.172,LF,1972
Nepal,0.036,0.158,LF,1973
Nepal,0.038,0.166,LF,1974
Nepal,0.043,0.177,LF,1975
Nepal,0.043,0.166,LF,1976
Nepal,0.042,0.158,LF,1977
Nepal,0.042,0.154,LF,1978
Nepal,0.042,0.155,LF,1979
Nepal,0.04,0.144,LF,1980
Nepal,0.042,0.151,LF,1981
Nepal,0.047,0.163,LF,1982
Nepal,0.044,0.152,LF,1983
Nepal,0.044,0.151,LF,1984
Nepal,0.045,0.151,LF,1985
Nepal,0.045,0.15,LF,1986
Nepal,0.043,0.145,LF,1987
Nepal,0.045,0.148,LF,1988
Nepal,0.045,0.149,LF,1989
Nepal,0.045,0.148,LF,1990
Nepal,0.049,0.157,LF,1991
Nepal,0.048,0.152,LF,1992
Nepal,0.048,0.152,LF,1993
Nepal,0.049,0.155,LF,1994
Nepal,0.05,0.156,LF,1995
Nepal,0.05,0.154,LF,1996
Nepal,0.05,0.153,LF,1997
Nepal,0.049,0.151,LF,1998
Nepal,0.049,0.152,LF,1999
Nepal,0.049,0.152,LF,2000
Netherlands,0.77,0.737,LF,1961
Netherlands,0.773,0.736,LF,1962
Netherlands,0.768,0.729,LF,1963
Netherlands,0.79,0.743,LF,1964
Netherlands,0.777,0.728,LF,1965
Netherlands,0.754,0.706,LF,1966
Netherlands,0.778,0.724,LF,1967
Netherlands,0.792,0.731,LF,1968
Netherlands,0.813,0.746,LF,1969
Netherlands,0.862,0.783,LF,1970
Netherlands,0.867,0.783,LF,1971
Netherlands,0.848,0.766,LF,1972
Netherlands,0.842,0.76,LF,1973
Netherlands,0.879,0.794,LF,1974
Netherlands,0.896,0.806,LF,1975
Netherlands,0.89,0.801,LF,1976
Netherlands,0.868,0.784,LF,1977
Netherlands,0.846,0.769,LF,1978
Netherlands,0.841,0.772,LF,1979
Netherlands,0.857,0.791,LF,1980
Netherlands,0.826,0.773,LF,1981
Netherlands,0.841,0.792,LF,1982
Netherlands,0.82,0.778,LF,1983
Netherlands,0.783,0.753,LF,1984
Netherlands,0.78,0.757,LF,1985
Netherlands,0.775,0.757,LF,1986
Netherlands,0.767,0.755,LF,1987
Netherlands,0.757,0.751,LF,1988
Netherlands,0.767,0.765,LF,1989
Netherlands,0.783,0.783,LF,1990
Netherlands,0.815,0.812,LF,1991
Netherlands,0.807,0.802,LF,1992
Netherlands,0.796,0.793,LF,1993
Netherlands,0.789,0.79,LF,1994
Netherlands,0.798,0.802,LF,1995
Netherlands,0.802,0.808,LF,1996
Netherlands,0.805,0.813,LF,1997
Netherlands,0.812,0.824,LF,1998
Netherlands,0.815,0.831,LF,1999
Netherlands,0.809,0.831,LF,2000
New Zealand,1.054,0.945,LF,1961
New Zealand,0.997,0.899,LF,1962
New Zealand,1.012,0.915,LF,1963
New Zealand,1.002,0.905,LF,1964
New Zealand,1.001,0.902,LF,1965
New Zealand,0.993,0.893,LF,1966
New Zealand,0.911,0.826,LF,1967
New Zealand,0.86,0.789,LF,1968
New Zealand,0.917,0.849,LF,1969
New Zealand,0.913,0.845,LF,1970
New Zealand,0.91,0.845,LF,1971
New Zealand,0.901,0.842,LF,1972
New Zealand,0.915,0.858,LF,1973
New Zealand,0.964,0.899,LF,1974
New Zealand,0.943,0.88,LF,1975
New Zealand,0.896,0.838,LF,1976
New Zealand,0.813,0.767,LF,1977
New Zealand,0.767,0.735,LF,1978
New Zealand,0.752,0.73,LF,1979
New Zealand,0.765,0.751,LF,1980
New Zealand,0.774,0.768,LF,1981
New Zealand,0.835,0.827,LF,1982
New Zealand,0.812,0.808,LF,1983
New Zealand,0.785,0.787,LF,1984
New Zealand,0.764,0.769,LF,1985
New Zealand,0.757,0.766,LF,1986
New Zealand,0.73,0.745,LF,1987
New Zealand,0.7,0.721,LF,1988
New Zealand,0.68,0.706,LF,1989
New Zealand,0.662,0.694,LF,1990
New Zealand,0.641,0.682,LF,1991
New Zealand,0.625,0.672,LF,1992
New Zealand,0.646,0.699,LF,1993
New Zealand,0.651,0.708,LF,1994
New Zealand,0.659,0.72,LF,1995
New Zealand,0.656,0.718,LF,1996
New Zealand,0.634,0.699,LF,1997
New Zealand,0.615,0.684,LF,1998
New Zealand,0.62,0.693,LF,1999
New Zealand,0.61,0.687,LF,2000
Nicaragua,0.304,0.569,LF,1961
Nicaragua,0.314,0.585,LF,1962
Nicaragua,0.322,0.598,LF,1963
Nicaragua,0.328,0.599,LF,1964
Nicaragua,0.333,0.602,LF,1965
Nicaragua,0.318,0.568,LF,1966
Nicaragua,0.328,0.581,LF,1967
Nicaragua,0.318,0.564,LF,1968
Nicaragua,0.322,0.57,LF,1969
Nicaragua,0.32,0.565,LF,1970
Nicaragua,0.313,0.554,LF,1971
Nicaragua,0.301,0.542,LF,1972
Nicaragua,0.278,0.499,LF,1973
Nicaragua,0.308,0.542,LF,1974
Nicaragua,0.328,0.576,LF,1975
Nicaragua,0.32,0.567,LF,1976
Nicaragua,0.309,0.54,LF,1977
Nicaragua,0.285,0.511,LF,1978
Nicaragua,0.211,0.387,LF,1979
Nicaragua,0.202,0.378,LF,1980
Nicaragua,0.197,0.372,LF,1981
Nicaragua,0.209,0.398,LF,1982
Nicaragua,0.209,0.401,LF,1983
Nicaragua,0.191,0.374,LF,1984
Nicaragua,0.177,0.35,LF,1985
Nicaragua,0.169,0.34,LF,1986
Nicaragua,0.161,0.327,LF,1987
Nicaragua,0.126,0.261,LF,1988
Nicaragua,0.115,0.245,LF,1989
Nicaragua,0.115,0.252,LF,1990
Nicaragua,0.107,0.237,LF,1991
Nicaragua,0.099,0.224,LF,1992
Nicaragua,0.095,0.22,LF,1993
Nicaragua,0.088,0.21,LF,1994
Nicaragua,0.085,0.206,LF,1995
Nicaragua,0.08,0.198,LF,1996
Nicaragua,0.076,0.191,LF,1997
Nicaragua,0.072,0.183,LF,1998
Nicaragua,0.065,0.167,LF,1999
Nicaragua,0.068,0.175,LF,2000
Niger,0.092,0.322,LF,1961
Niger,0.092,0.311,LF,1962
Niger,0.092,0.299,LF,1963
Niger,0.086,0.274,LF,1964
Niger,0.085,0.271,LF,1965
Niger,0.079,0.253,LF,1966
Niger,0.077,0.248,LF,1967
Niger,0.074,0.237,LF,1968
Niger,0.068,0.222,LF,1969
Niger,0.069,0.225,LF,1970
Niger,0.071,0.233,LF,1971
Niger,0.062,0.205,LF,1972
Niger,0.047,0.152,LF,1973
Niger,0.051,0.165,LF,1974
Niger,0.053,0.169,LF,1975
Niger,0.05,0.161,LF,1976
Niger,0.051,0.165,LF,1977
Niger,0.052,0.169,LF,1978
Niger,0.053,0.169,LF,1979
Niger,0.048,0.15,LF,1980
Niger,0.048,0.152,LF,1981
Niger,0.05,0.158,LF,1982
Niger,0.047,0.152,LF,1983
Niger,0.037,0.123,LF,1984
Niger,0.037,0.125,LF,1985
Niger,0.038,0.134,LF,1986
Niger,0.037,0.131,LF,1987
Niger,0.038,0.136,LF,1988
Niger,0.038,0.137,LF,1989
Niger,0.036,0.136,LF,1990
Niger,0.037,0.141,LF,1991
Niger,0.034,0.134,LF,1992
Niger,0.033,0.132,LF,1993
Niger,0.031,0.129,LF,1994
Niger,0.03,0.13,LF,1995
Niger,0.029,0.126,LF,1996
Niger,0.028,0.125,LF,1997
Niger,0.028,0.13,LF,1998
Niger,0.028,0.133,LF,1999
Niger,0.028,0.137,LF,2000
Nigeria,0.057,0.264,LF,1961
Nigeria,0.056,0.258,LF,1962
Nigeria,0.057,0.265,LF,1963
Nigeria,0.056,0.257,LF,1964
Nigeria,0.053,0.238,LF,1965
Nigeria,0.048,0.214,LF,1966
Nigeria,0.039,0.177,LF,1967
Nigeria,0.037,0.168,LF,1968
Nigeria,0.044,0.201,LF,1969
Nigeria,0.052,0.232,LF,1970
Nigeria,0.056,0.239,LF,1971
Nigeria,0.053,0.224,LF,1972
Nigeria,0.051,0.21,LF,1973
Nigeria,0.058,0.235,LF,1974
Nigeria,0.049,0.188,LF,1975
Nigeria,0.045,0.165,LF,1976
Nigeria,0.045,0.159,LF,1977
Nigeria,0.045,0.157,LF,1978
Nigeria,0.05,0.174,LF,1979
Nigeria,0.051,0.178,LF,1980
Nigeria,0.043,0.151,LF,1981
Nigeria,0.046,0.16,LF,1982
Nigeria,0.042,0.148,LF,1983
Nigeria,0.039,0.141,LF,1984
Nigeria,0.043,0.158,LF,1985
Nigeria,0.043,0.162,LF,1986
Nigeria,0.039,0.151,LF,1987
Nigeria,0.04,0.159,LF,1988
Nigeria,0.041,0.166,LF,1989
Nigeria,0.043,0.175,LF,1990
Nigeria,0.043,0.175,LF,1991
Nigeria,0.039,0.16,LF,1992
Nigeria,0.035,0.144,LF,1993
Nigeria,0.033,0.136,LF,1994
Nigeria,0.035,0.141,LF,1995
Nigeria,0.034,0.138,LF,1996
Nigeria,0.037,0.151,LF,1997
Nigeria,0.035,0.145,LF,1998
Nigeria,0.03,0.121,LF,1999
Nigeria,0.023,0.092,LF,2000
Norway,0.727,0.632,LF,1961
Norway,0.706,0.613,LF,1962
Norway,0.702,0.61,LF,1963
Norway,0.696,0.606,LF,1964
Norway,0.687,0.601,LF,1965
Norway,0.673,0.59,LF,1966
Norway,0.7,0.611,LF,1967
Norway,0.68,0.595,LF,1968
Norway,0.687,0.605,LF,1969
Norway,0.703,0.615,LF,1970
Norway,0.713,0.622,LF,1971
Norway,0.703,0.615,LF,1972
Norway,0.695,0.609,LF,1973
Norway,0.726,0.635,LF,1974
Norway,0.783,0.677,LF,1975
Norway,0.782,0.671,LF,1976
Norway,0.768,0.658,LF,1977
Norway,0.741,0.641,LF,1978
Norway,0.749,0.654,LF,1979
Norway,0.792,0.694,LF,1980
Norway,0.782,0.689,LF,1981
Norway,0.815,0.716,LF,1982
Norway,0.809,0.712,LF,1983
Norway,0.799,0.707,LF,1984
Norway,0.815,0.722,LF,1985
Norway,0.82,0.728,LF,1986
Norway,0.803,0.714,LF,1987
Norway,0.767,0.686,LF,1988
Norway,0.745,0.672,LF,1989
Norway,0.745,0.678,LF,1990
Norway,0.79,0.717,LF,1991
Norway,0.801,0.728,LF,1992
Norway,0.816,0.742,LF,1993
Norway,0.84,0.766,LF,1994
Norway,0.859,0.786,LF,1995
Norway,0.878,0.806,LF,1996
Norway,0.89,0.819,LF,1997
Norway,0.881,0.813,LF,1998
Norway,0.854,0.794,LF,1999
Norway,0.837,0.785,LF,2000
Pakistan,0.058,0.183,LF,1961
Pakistan,0.057,0.17,LF,1962
Pakistan,0.058,0.166,LF,1963
Pakistan,0.059,0.164,LF,1964
Pakistan,0.06,0.159,LF,1965
Pakistan,0.063,0.168,LF,1966
Pakistan,0.063,0.166,LF,1967
Pakistan,0.063,0.165,LF,1968
Pakistan,0.067,0.175,LF,1969
Pakistan,0.071,0.185,LF,1970
Pakistan,0.069,0.179,LF,1971
Pakistan,0.069,0.181,LF,1972
Pakistan,0.07,0.184,LF,1973
Pakistan,0.069,0.185,LF,1974
Pakistan,0.073,0.196,LF,1975
Pakistan,0.072,0.193,LF,1976
Pakistan,0.069,0.186,LF,1977
Pakistan,0.07,0.19,LF,1978
Pakistan,0.067,0.186,LF,1979
Pakistan,0.074,0.204,LF,1980
Pakistan,0.078,0.217,LF,1981
Pakistan,0.084,0.234,LF,1982
Pakistan,0.086,0.237,LF,1983
Pakistan,0.083,0.23,LF,1984
Pakistan,0.084,0.234,LF,1985
Pakistan,0.086,0.237,LF,1986
Pakistan,0.088,0.243,LF,1987
Pakistan,0.09,0.248,LF,1988
Pakistan,0.091,0.252,LF,1989
Pakistan,0.091,0.253,LF,1990
Pakistan,0.096,0.265,LF,1991
Pakistan,0.096,0.264,LF,1992
Pakistan,0.095,0.26,LF,1993
Pakistan,0.093,0.254,LF,1994
Pakistan,0.093,0.257,LF,1995
Pakistan,0.093,0.258,LF,1996
Pakistan,0.088,0.246,LF,1997
Pakistan,0.086,0.243,LF,1998
Pakistan,0.085,0.242,LF,1999
Pakistan,0.083,0.241,LF,2000
Panama,0.249,0.409,LF,1961
Panama,0.254,0.412,LF,1962
Panama,0.258,0.413,LF,1963
Panama,0.251,0.401,LF,1964
Panama,0.254,0.405,LF,1965
Panama,0.257,0.406,LF,1966
Panama,0.27,0.422,LF,1967
Panama,0.275,0.425,LF,1968
Panama,0.278,0.423,LF,1969
Panama,0.296,0.441,LF,1970
Panama,0.304,0.442,LF,1971
Panama,0.294,0.418,LF,1972
Panama,0.293,0.41,LF,1973
Panama,0.295,0.41,LF,1974
Panama,0.309,0.425,LF,1975
Panama,0.293,0.402,LF,1976
Panama,0.286,0.397,LF,1977
Panama,0.289,0.407,LF,1978
Panama,0.288,0.409,LF,1979
Panama,0.346,0.491,LF,1980
Panama,0.356,0.508,LF,1981
Panama,0.383,0.547,LF,1982
Panama,0.352,0.51,LF,1983
Panama,0.325,0.483,LF,1984
Panama,0.329,0.499,LF,1985
Panama,0.32,0.493,LF,1986
Panama,0.295,0.462,LF,1987
Panama,0.247,0.398,LF,1988
Panama,0.237,0.395,LF,1989
Panama,0.239,0.403,LF,1990
Panama,0.262,0.443,LF,1991
Panama,0.264,0.443,LF,1992
Panama,0.264,0.441,LF,1993
Panama,0.255,0.421,LF,1994
Panama,0.247,0.406,LF,1995
Panama,0.242,0.394,LF,1996
Panama,0.241,0.391,LF,1997
Panama,0.236,0.381,LF,1998
Panama,0.228,0.366,LF,1999
Panama,0.223,0.359,LF,2000
Papua New Guinea,0.145,0.439,LF,1961
Papua New Guinea,0.145,0.43,LF,1962
Papua New Guinea,0.142,0.408,LF,1963
Papua New Guinea,0.143,0.396,LF,1964
Papua New Guinea,0.145,0.384,LF,1965
Papua New Guinea,0.142,0.363,LF,1966
Papua New Guinea,0.144,0.356,LF,1967
Papua New Guinea,0.142,0.34,LF,1968
Papua New Guinea,0.139,0.32,LF,1969
Papua New Guinea,0.137,0.292,LF,1970
Papua New Guinea,0.138,0.28,LF,1971
Papua New Guinea,0.154,0.307,LF,1972
Papua New Guinea,0.164,0.332,LF,1973
Papua New Guinea,0.167,0.34,LF,1974
Papua New Guinea,0.17,0.345,LF,1975
Papua New Guinea,0.154,0.317,LF,1976
Papua New Guinea,0.143,0.298,LF,1977
Papua New Guinea,0.147,0.309,LF,1978
Papua New Guinea,0.141,0.3,LF,1979
Papua New Guinea,0.136,0.29,LF,1980
Papua New Guinea,0.132,0.283,LF,1981
Papua New Guinea,0.132,0.283,LF,1982
Papua New Guinea,0.129,0.277,LF,1983
Papua New Guinea,0.12,0.26,LF,1984
Papua New Guinea,0.126,0.276,LF,1985
Papua New Guinea,0.125,0.28,LF,1986
Papua New Guinea,0.123,0.278,LF,1987
Papua New Guinea,0.114,0.26,LF,1988
Papua New Guinea,0.113,0.261,LF,1989
Papua New Guinea,0.107,0.25,LF,1990
Papua New Guinea,0.114,0.266,LF,1991
Papua New Guinea,0.125,0.292,LF,1992
Papua New Guinea,0.143,0.337,LF,1993
Papua New Guinea,0.147,0.352,LF,1994
Papua New Guinea,0.127,0.308,LF,1995
Papua New Guinea,0.124,0.3,LF,1996
Papua New Guinea,0.111,0.272,LF,1997
Papua New Guinea,0.1,0.25,LF,1998
Papua New Guinea,0.099,0.25,LF,1999
Papua New Guinea,0.092,0.235,LF,2000
Paraguay,0.179,0.44,LF,1961
Paraguay,0.165,0.409,LF,1962
Paraguay,0.161,0.402,LF,1963
Paraguay,0.158,0.399,LF,1964
Paraguay,0.155,0.393,LF,1965
Paraguay,0.147,0.372,LF,1966
Paraguay,0.153,0.386,LF,1967
Paraguay,0.15,0.378,LF,1968
Paraguay,0.153,0.383,LF,1969
Paraguay,0.161,0.403,LF,1970
Paraguay,0.16,0.4,LF,1971
Paraguay,0.16,0.397,LF,1972
Paraguay,0.154,0.379,LF,1973
Paraguay,0.163,0.395,LF,1974
Paraguay,0.177,0.418,LF,1975
Paraguay,0.173,0.4,LF,1976
Paraguay,0.18,0.411,LF,1977
Paraguay,0.187,0.418,LF,1978
Paraguay,0.205,0.447,LF,1979
Paraguay,0.214,0.449,LF,1980
Paraguay,0.223,0.454,LF,1981
Paraguay,0.227,0.455,LF,1982
Paraguay,0.215,0.431,LF,1983
Paraguay,0.192,0.389,LF,1984
Paraguay,0.189,0.386,LF,1985
Paraguay,0.182,0.375,LF,1986
Paraguay,0.178,0.368,LF,1987
Paraguay,0.183,0.38,LF,1988
Paraguay,0.19,0.398,LF,1989
Paraguay,0.193,0.405,LF,1990
Paraguay,0.204,0.421,LF,1991
Paraguay,0.208,0.426,LF,1992
Paraguay,0.216,0.442,LF,1993
Paraguay,0.208,0.423,LF,1994
Paraguay,0.218,0.445,LF,1995
Paraguay,0.213,0.434,LF,1996
Paraguay,0.204,0.419,LF,1997
Paraguay,0.191,0.397,LF,1998
Paraguay,0.178,0.375,LF,1999
Paraguay,0.162,0.348,LF,2000
Peru,0.263,0.307,LF,1961
Peru,0.273,0.319,LF,1962
Peru,0.28,0.33,LF,1963
Peru,0.279,0.331,LF,1964
Peru,0.279,0.333,LF,1965
Peru,0.289,0.346,LF,1966
Peru,0.292,0.35,LF,1967
Peru,0.284,0.346,LF,1968
Peru,0.287,0.355,LF,1969
Peru,0.31,0.392,LF,1970
Peru,0.31,0.399,LF,1971
Peru,0.296,0.393,LF,1972
Peru,0.294,0.398,LF,1973
Peru,0.317,0.433,LF,1974
Peru,0.332,0.454,LF,1975
Peru,0.312,0.432,LF,1976
Peru,0.293,0.414,LF,1977
Peru,0.262,0.379,LF,1978
Peru,0.258,0.381,LF,1979
Peru,0.266,0.395,LF,1980
Peru,0.276,0.411,LF,1981
Peru,0.281,0.417,LF,1982
Peru,0.236,0.355,LF,1983
Peru,0.22,0.339,LF,1984
Peru,0.214,0.339,LF,1985
Peru,0.228,0.366,LF,1986
Peru,0.237,0.385,LF,1987
Peru,0.205,0.337,LF,1988
Peru,0.167,0.28,LF,1989
Peru,0.155,0.264,LF,1990
Peru,0.167,0.286,LF,1991
Peru,0.158,0.274,LF,1992
Peru,0.163,0.284,LF,1993
Peru,0.174,0.305,LF,1994
Peru,0.182,0.32,LF,1995
Peru,0.179,0.314,LF,1996
Peru,0.18,0.318,LF,1997
Peru,0.169,0.301,LF,1998
Peru,0.161,0.292,LF,1999
Peru,0.156,0.288,LF,2000
Philippines,0.18,0.356,LF,1961
Philippines,0.176,0.347,LF,1962
Philippines,0.177,0.347,LF,1963
Philippines,0.171,0.334,LF,1964
Philippines,0.167,0.326,LF,1965
Philippines,0.162,0.317,LF,1966
Philippines,0.167,0.326,LF,1967
Philippines,0.166,0.324,LF,1968
Philippines,0.166,0.325,LF,1969
Philippines,0.17,0.333,LF,1970
Philippines,0.172,0.338,LF,1971
Philippines,0.172,0.337,LF,1972
Philippines,0.174,0.345,LF,1973
Philippines,0.181,0.356,LF,1974
Philippines,0.193,0.373,LF,1975
Philippines,0.194,0.368,LF,1976
Philippines,0.193,0.362,LF,1977
Philippines,0.191,0.356,LF,1978
Philippines,0.194,0.36,LF,1979
Philippines,0.205,0.376,LF,1980
Philippines,0.203,0.373,LF,1981
Philippines,0.215,0.392,LF,1982
Philippines,0.205,0.371,LF,1983
Philippines,0.174,0.32,LF,1984
Philippines,0.157,0.295,LF,1985
Philippines,0.153,0.292,LF,1986
Philippines,0.152,0.296,LF,1987
Philippines,0.153,0.302,LF,1988
Philippines,0.152,0.304,LF,1989
Philippines,0.152,0.304,LF,1990
Philippines,0.149,0.303,LF,1991
Philippines,0.141,0.289,LF,1992
Philippines,0.137,0.282,LF,1993
Philippines,0.133,0.279,LF,1994
Philippines,0.135,0.284,LF,1995
Philippines,0.136,0.287,LF,1996
Philippines,0.142,0.297,LF,1997
Philippines,0.132,0.279,LF,1998
Philippines,0.132,0.283,LF,1999
Philippines,0.13,0.284,LF,2000
Portugal,0.289,0.442,LF,1961
Portugal,0.291,0.439,LF,1962
Portugal,0.297,0.441,LF,1963
Portugal,0.3,0.439,LF,1964
Portugal,0.306,0.44,LF,1965
Portugal,0.304,0.433,LF,1966
Portugal,0.324,0.456,LF,1967
Portugal,0.348,0.485,LF,1968
Portugal,0.351,0.484,LF,1969
Portugal,0.386,0.52,LF,1970
Portugal,0.417,0.547,LF,1971
Portugal,0.43,0.557,LF,1972
Portugal,0.454,0.581,LF,1973
Portugal,0.457,0.584,LF,1974
Portugal,0.442,0.569,LF,1975
Portugal,0.445,0.575,LF,1976
Portugal,0.446,0.577,LF,1977
Portugal,0.434,0.562,LF,1978
Portugal,0.444,0.574,LF,1979
Portugal,0.465,0.598,LF,1980
Portugal,0.462,0.592,LF,1981
Portugal,0.49,0.622,LF,1982
Portugal,0.47,0.596,LF,1983
Portugal,0.427,0.548,LF,1984
Portugal,0.428,0.554,LF,1985
Portugal,0.436,0.567,LF,1986
Portugal,0.452,0.587,LF,1987
Portugal,0.472,0.609,LF,1988
Portugal,0.491,0.628,LF,1989
Portugal,0.508,0.644,LF,1990
Portugal,0.549,0.682,LF,1991
Portugal,0.545,0.668,LF,1992
Portugal,0.528,0.643,LF,1993
Portugal,0.518,0.63,LF,1994
Portugal,0.517,0.625,LF,1995
Portugal,0.525,0.632,LF,1996
Portugal,0.528,0.632,LF,1997
Portugal,0.533,0.635,LF,1998
Portugal,0.546,0.649,LF,1999
Portugal,0.542,0.642,LF,2000
Rwanda,0.052,0.308,LF,1961
Rwanda,0.054,0.314,LF,1962
Rwanda,0.046,0.267,LF,1963
Rwanda,0.038,0.222,LF,1964
Rwanda,0.038,0.224,LF,1965
Rwanda,0.038,0.225,LF,1966
Rwanda,0.039,0.233,LF,1967
Rwanda,0.039,0.231,LF,1968
Rwanda,0.041,0.248,LF,1969
Rwanda,0.044,0.262,LF,1970
Rwanda,0.042,0.252,LF,1971
Rwanda,0.041,0.241,LF,1972
Rwanda,0.04,0.233,LF,1973
