TIME,GEO,NA_ITEM,SECTOR,UNIT,Value
2002Q1,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),110.3
2002Q1,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.6
2002Q1,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23.9
2002Q1,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.7
2002Q1,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.7
2002Q1,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),4.6
2002Q1,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.7
2002Q1,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),104.6
2002Q1,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.3
2002Q1,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.4
2002Q1,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.3
2002Q1,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.3
2002Q1,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.8
2002Q1,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.4
2002Q1,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23.1
2002Q1,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),6.8
2002Q1,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.3
2002Q1,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.5
2002Q1,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49.7
2002Q1,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.7
2002Q1,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2002Q1,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.6
2002Q1,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23.1
2002Q1,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.4
2002Q1,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.4
2002Q1,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.9
2002Q1,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49.2
2002Q1,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34
2002Q1,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2002Q1,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.3
2002Q2,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.4
2002Q2,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.5
2002Q2,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.6
2002Q2,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.9
2002Q2,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68
2002Q2,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.1
2002Q2,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.1
2002Q2,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),108.8
2002Q2,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),56.1
2002Q2,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24.6
2002Q2,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49.3
2002Q2,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.7
2002Q2,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),5.6
2002Q2,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.6
2002Q2,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),103.3
2002Q2,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.9
2002Q2,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.7
2002Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.4
2002Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),106.8
2002Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.8
2002Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.7
2002Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24.5
2002Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),6.7
2002Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.6
2002Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.9
2002Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49.9
2002Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70
2002Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2002Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.2
2002Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24.4
2002Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.5
2002Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.8
2002Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.3
2002Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),47.8
2002Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.4
2002Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2002Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.3
